First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Loss,Draw
Jerome,LeBanner,NULL,75,265,NULL,Southpaw,3,2,0
Chris,Leben,The Crippler,71,185,73,Southpaw,22,11,0
Mickael,Lebout,Ragnar,71,155,73,Orthodox,16,7,1
Stephen,Ledbetter,NULL,69,145,NULL,Orthodox,8,3,0
Justin,Ledet,El Blanco,76,205,80,Orthodox,9,4,0
James,Lee,NULL,71,205,NULL,Southpaw,15,3,0
David,Lee,NULL,70,155,NULL,Orthodox,12,10,0
Jackie,Lee,NULL,0,NULL,NULL,NULL,0,1,0
Eun Soo,Lee,NULL,73,215,NULL,Orthodox,17,4,0
Tae Hyun,Lee,NULL,78,295,NULL,Orthodox,1,2,0
Tommy,Lee,NULL,67,145,NULL,Orthodox,25,6,0
Matt,Lee,NULL,71,155,NULL,Orthodox,14,10,1
Imani,Lee,NULL,0,NULL,NULL,Orthodox,2,4,0
Vaughan,Lee,NULL,66,125,66,Orthodox,14,13,1
Kevin,Lee,The Motown Phenom,69,170,77,Orthodox,18,7,0
Rocky,Lee,NULL,69,145,NULL,Orthodox,3,2,0
Andrea,Lee,KGB,66,125,69,Orthodox,13,6,0
JeongYeong,Lee,Korean Tiger,70,145,73,Orthodox,9,1,0
Ricky,Legere Jr.,IE Bad Boy,68,170,NULL,NULL,14,4,0
Sherron,Leggett,Rob Roy,68,155,NULL,Southpaw,21,6,0
Cheyden,Leialoha,Steadfast,68,135,73,Orthodox,6,0,0
Claudia,Leite,NULL,63,135,64,Orthodox,8,3,0
Thales,Leites,NULL,73,185,78,Orthodox,28,9,0
Stefan,Leko,Blitz,74,215,NULL,Orthodox,0,3,0
Gabe,Lemley,NULL,68,155,NULL,Orthodox,13,9,0
Amanda,Lemos,NULL,64,115,65,Southpaw,13,2,1
Giacomo,Lemos,NULL,75,247,75,Orthodox,6,0,0
Christophe,Leninger,NULL,72,200,NULL,Southpaw,3,4,0
Jesse,Lennox,The Ox,69,170,72,Orthodox,14,4,0
Jean Francois,Lenogue,NULL,72,185,NULL,Orthodox,16,17,3
Nik,Lentz,The Carny,68,145,68,Orthodox,30,12,2
Alberta Cerra,Leon,NULL,68,238,NULL,NULL,0,1,0
Victoria,Leonardo,Fury,65,125,64,Orthodox,9,5,0
Anthony,Leone,NULL,66,135,NULL,Orthodox,15,8,0
Chad,Leonhardt,The Boss,72,170,NULL,NULL,9,4,0
Kimo,Leopoldo,NULL,75,235,NULL,Orthodox,10,7,1
Michael,Lerma,NULL,0,NULL,NULL,NULL,0,1,0
Lukasz,Les,NULL,0,170,NULL,NULL,8,3,0
Brock,Lesnar,NULL,75,265,81,Orthodox,5,3,0
Frank,Lester,NULL,71,170,NULL,Orthodox,11,6,0
Valerie,Letourneau,Trouble,67,115,68,Orthodox,8,6,0
Leah,Letson,Nidas,67,145,71,NULL,5,3,0
Justin,Levens,The Executioner,71,185,NULL,Orthodox,10,7,0
Marcus,LeVesseur,The Prospect,69,155,70,Southpaw,22,7,0
David,Levicki,NULL,77,275,NULL,NULL,1,3,0
Kyle,Levinton,NULL,0,NULL,NULL,NULL,0,3,0
Natan,Levy,NULL,69,155,71,Southpaw,7,1,0
John,Lewis,NULL,72,155,NULL,Southpaw,3,4,3
Derrick,Lewis,The Black Beast,75,260,79,Orthodox,26,10,0
Bevon,Lewis,NULL,75,185,79,Orthodox,7,3,0
Brandon,Lewis,NULL,64,135,70,Orthodox,6,2,0
Malik,Lewis,Hard Knock,72,155,76,Orthodox,5,1,0
Chi,Lewis-Parry,Chopper,81,243,NULL,NULL,7,0,1
Li,Jingliang,The Leech,72,170,71,Orthodox,19,8,0
Liang,Na,The Dragon Girl,65,115,67,Orthodox,19,6,0
Jess,Liaudin,The Joker,69,170,72,Orthodox,20,11,0
Chuck,Liddell,The Iceman,74,205,76,Orthodox,21,8,0
Rodrigo,Lidio,Dynamis,71,155,73,Orthodox,12,3,0
Sam,Liera,NULL,0,NULL,NULL,NULL,12,10,0
Zach,Light,NULL,68,170,NULL,Orthodox,9,11,0
Scott,Lighty,NULL,74,205,NULL,NULL,6,2,0
Chris,Liguori,NULL,69,185,NULL,Orthodox,15,10,0
Donnie,Liles,NULL,69,170,NULL,Orthodox,17,7,0
Jae Suk,Lim,NULL,69,170,NULL,Orthodox,17,6,0
Hyun Gyu,Lim,The Ace,75,170,77,Orthodox,13,7,1
Juliana,Lima,Ju Thai,65,115,65,Orthodox,9,5,0
Dhiego,Lima,NULL,74,170,75,Orthodox,17,9,0
Douglas,Lima,The Phenom,73,170,NULL,NULL,29,6,0
Mabelly,Lima,NULL,62,135,NULL,Orthodox,7,1,0
Miguel,Linares,NULL,0,NULL,NULL,NULL,2,4,0
Emiliano,Linares,Golden Bull,68,145,72,Orthodox,8,2,0
Matt,Lindland,The Law,72,185,74,Southpaw,22,9,0
Jake,Lindsey,The Librarian,71,155,NULL,Switch,12,7,0
John,Lineker,Hands of Stone,63,135,67,Orthodox,31,9,0
Austin,Lingo,Lights Out,70,145,70,Orthodox,9,1,0
Lucio,Linhares,NULL,74,185,NULL,Orthodox,19,8,0
Philipe,Lins,Monstro,74,205,78,Orthodox,15,5,0
Ariane,Lipski,Queen of Violence,66,125,67,Orthodox,14,8,0
Tainara,Lisboa,Thai Panter,66,135,NULL,NULL,5,2,0
Dean,Lister,The Boogeyman,73,185,75,Orthodox,13,7,0
Wesley,Little,NULL,76,205,NULL,NULL,4,8,0
Abner,Lloveras,Skullman,71,155,NULL,NULL,20,9,1
Brian,Lo-A-Njoe,NULL,67,155,NULL,Orthodox,6,10,3
John,Lober,The Machine,71,199,NULL,Orthodox,5,9,4
Artem,Lobov,The Russian Hammer,69,145,65,Southpaw,13,15,1
Dylan,Lockard,NULL,69,145,72,Orthodox,6,2,0
Sean,Loeffler,The Destroyer,75,185,NULL,Orthodox,31,5,0
Christian,Lohsen,Hollywood,74,155,77,Southpaw,4,2,0
David,Loiseau,The Crow,72,185,76,Orthodox,23,11,0
Hector,Lombard,NULL,69,185,71,Southpaw,34,10,1
Michael,Lombardo,The Don,72,170,72,Orthodox,11,2,0
Rocky,Long,NULL,0,145,NULL,NULL,21,37,1
Thomas,Longacre,NULL,69,145,NULL,Orthodox,6,1,0
Loma,Lookboonmee,NULL,61,115,61,Orthodox,7,3,0
Ange,Loosa,The Last Ninja,70,170,74,Orthodox,9,3,0
Lucas,Lopes,NULL,74,185,NULL,NULL,29,19,0
Dileno,Lopes,NULL,65,135,NULL,NULL,19,3,0
Diego,Lopes,NULL,71,145,72,Orthodox,19,4,0
Ivan,Lopez,NULL,66,135,NULL,Southpaw,14,3,1
Steve,Lopez,NULL,71,155,NULL,Orthodox,13,6,1
Federico,Lopez,Kiko,64,139,NULL,Orthodox,10,6,0
Jorge,Lopez,NULL,70,170,NULL,Orthodox,11,5,0
Christopher,Lopez,NULL,70,170,NULL,NULL,9,1,0
Matthew,Lopez,NULL,67,135,69,Southpaw,10,4,0
Benito,Lopez,Golden Boy,70,135,73,Switch,10,2,0
Gustavo,Lopez,NULL,65,135,67,Orthodox,12,6,1
Brendan,Loughnane,NULL,70,145,70,Switch,17,3,0
Nate,Loughran,NULL,74,185,NULL,Orthodox,11,2,0
Rashard,Lovelace,NULL,0,155,NULL,NULL,4,1,0
Ian,Loveland,The Barn Owl,68,145,NULL,Orthodox,18,10,0
Jakob,Lovstad,The Striking Viking,75,205,NULL,Orthodox,11,4,0
Waylon,Lowe,NULL,67,145,NULL,Southpaw,16,7,0
Brandon,Lowe,NULL,0,155,NULL,NULL,2,1,0
Joe,Lowry,NULL,71,155,73,Orthodox,9,2,0
Lu,Kai,NULL,69,145,68,Orthodox,8,4,0
Robert,Lucarelli,NULL,74,245,NULL,NULL,0,1,0
Matt,Lucas,Luke Duke,73,205,NULL,NULL,15,3,0
Cleber,Luciano,NULL,66,155,NULL,NULL,14,6,0
Iasmin,Lucindo,NULL,63,115,66,Orthodox,13,5,0
Duane,Ludwig,Bang,70,170,70,Orthodox,21,14,0
Mike,Lullo,NULL,68,145,NULL,Orthodox,8,3,0
Dalcha,Lungiambula,Champion,68,185,76,Orthodox,11,5,0
Alexandru,Lungu,NULL,72,385,NULL,Orthodox,14,4,0
Vicente,Luque,The Silent Assassin,71,170,76,Orthodox,21,9,1
Thaddeus,Luster,NULL,75,210,NULL,NULL,0,1,0
Travis,Lutter,The Serial Killer,71,185,75,Orthodox,10,6,0
Tucker,Lutz,Top Gun,68,145,72,Orthodox,12,2,0
Lv,Zhenhong,NULL,68,145,67,Switch,16,6,0
Stevie,Lynch,NULL,70,170,NULL,Orthodox,5,2,0
Adam,Lynn,NULL,70,155,NULL,Orthodox,17,10,0
Chris,Lytle,Lights Out,71,170,68,Orthodox,31,18,5
Dong Hyun,Ma,Maestro,71,155,70,Orthodox,16,11,3
Pawan,Maan,NULL,67,155,70,Orthodox,7,3,1
William,Macario,Patolino,71,170,75,Orthodox,9,3,0
Jason,MacDonald,The Athlete,75,185,80,Orthodox,25,16,0
Rob,MacDonald,Maximus,75,205,78,Orthodox,5,4,0
Rory,MacDonald,Red King,72,170,76,Orthodox,19,4,0
Ryan,MacDonald,Main Event,71,135,71,Switch,10,2,0
Veronica,Macedo,NULL,64,125,64,Southpaw,6,4,1
Clayton,MacFarlane,NULL,0,170,NULL,NULL,4,1,0
Ilima,Macfarlane,NULL,64,125,NULL,NULL,6,0,0
Valesca,Machado,Tina Black,64,115,63,Orthodox,8,3,0
Caio,Machado,Lionheart,0,145,NULL,NULL,14,7,0
Lyoto,Machida,The Dragon,73,185,74,Southpaw,24,8,0
War,Machine,NULL,71,170,NULL,Orthodox,14,5,0
Anthony,Macias,Mad Dog,69,185,NULL,Switch,26,18,0
Pauline,Macias,PITA,64,115,64,Southpaw,4,1,0
Reza,Madadi,Mad Dog,71,155,73,Orthodox,14,6,0
Don,Madge,Magic Man,72,155,72,Southpaw,9,3,1
Ryan,Madigan,NULL,72,170,NULL,Orthodox,5,3,0
Jon,Madsen,NULL,72,240,72,Orthodox,8,2,0
Mark,Madsen,The Olympian,68,155,72,Orthodox,12,1,0
Yoshiro,Maeda,NULL,67,139,68,Southpaw,35,16,5
Leonardo,Mafra,Macarrao,70,155,70,Orthodox,13,4,0
Vinny,Magalhaes,Pezao,75,205,75,Orthodox,14,9,0
Vinicius,Magalhaes,Draculinho,0,145,NULL,NULL,2,1,0
Caio,Magalhaes,Hellboy,73,185,73,Orthodox,10,3,0
Bernardo,Magalhaes,Trekko,69,155,NULL,Orthodox,13,4,0
Eric,Magana,NULL,0,NULL,NULL,NULL,1,1,0
Brandon,Magana,NULL,0,170,NULL,Orthodox,6,2,0
Angela,Magana,Your Majesty,61,115,65,Orthodox,11,9,0
Neil,Magny,The Haitian Sensation,75,170,80,Orthodox,27,10,0
Ibragim,Magomedov,NULL,72,250,NULL,Orthodox,22,8,1
Rashid,Magomedov,Highlander,69,155,70,Orthodox,20,2,0
Ruslan,Magomedov,Leopard,75,242,78,Orthodox,14,1,0
Abus,Magomedov,NULL,74,185,78,Orthodox,25,4,1
Zabit,Magomedsharipov,NULL,73,145,73,Orthodox,18,1,0
John,Maguire,The One,69,155,69,Southpaw,24,9,0
Lolohea,Mahe,NULL,0,NULL,NULL,NULL,10,4,1
Michelle,Maher,NULL,0,145,NULL,NULL,1,2,0
HELP,Maheshate,NULL,72,155,71,Orthodox,9,1,0
Bill,Mahood,The Butcher,75,200,NULL,Orthodox,20,7,1
Klayton,Mai,NULL,69,125,NULL,NULL,8,3,0
Demian,Maia,NULL,73,170,72,Southpaw,28,11,0
Jennifer,Maia,NULL,64,125,64,Orthodox,19,9,1
Nayara,Maia,Capita,65,125,66,Orthodox,7,1,1
Roshan,Mainam,The Indian Notorious,0,135,NULL,NULL,6,3,0
Levan,Makashvili,The Hornet,68,145,68,Orthodox,15,2,1
John,Makdessi,The Bull,68,155,68,Orthodox,18,8,0
Islam,Makhachev,NULL,70,155,70,Southpaw,23,1,0
Aliev,Makhmud,NULL,66,195,NULL,Southpaw,0,1,0
Zach,Makovsky,Fun Size,64,125,64,Southpaw,20,8,0
Jeremy,Malaterre,NULL,71,155,NULL,NULL,4,2,0
Fabio,Maldonado,Caipira de Aco,73,205,75,Orthodox,23,11,0
Marvin,Maldonado,The Bulldog,66,135,NULL,NULL,2,4,0
Bea,Malecki,NULL,69,135,74,Orthodox,4,1,0
Nazareno,Malegarie,El Tigre,68,155,NULL,NULL,28,4,0
Carl,Malenko,NULL,71,200,NULL,Orthodox,6,4,0
Jacob,Malkoun,Mamba,69,185,73,Orthodox,7,2,0
Mike,Malott,Proper,73,170,73,Orthodox,8,1,1
Troy,Mandaloniz,Rude Boy,69,170,NULL,Orthodox,3,2,0
Nate,Maness,Mayhem,70,125,72,Orthodox,14,3,0
Michael,Mangan,NULL,0,155,NULL,NULL,0,3,0
Gary,Mangat,NULL,67,135,NULL,NULL,15,3,0
Melvin,Manhoef,No Mercy,69,185,NULL,Orthodox,30,14,1
Melchor,Manibusan,Barracuda,65,154,NULL,Southpaw,2,4,0
Jon,Manley,NULL,73,170,NULL,Orthodox,9,4,0
Steve,Mann,NULL,73,170,NULL,NULL,12,5,0
Marnic,Mann,The Sawed-Off Savage,60,115,64,Southpaw,5,1,0
Chris,Manuel,NULL,69,135,NULL,Orthodox,9,7,2
Jimi,Manuwa,Poster Boy,73,205,79,Orthodox,17,6,0
Cristiano,Marcello,NULL,69,155,72,Orthodox,13,6,0
Daniel,Marcos,Soncora,67,135,69,Orthodox,13,0,0
Jose,Maria,No Chance,65,125,NULL,Orthodox,37,7,0
Marcos,Mariano,Dhalsim,73,155,76,Switch,6,6,0
Enrique,Marin,Wasabi,70,170,NULL,NULL,10,4,0
Ronny,Markes,NULL,73,185,75,Orthodox,17,5,0
Rory,Markham,NULL,72,170,71,Orthodox,17,6,0
Randa,Markos,Quiet Storm,64,115,63,Orthodox,11,12,1
Christina,Marks,NULL,67,125,69,Orthodox,8,9,0
Nate,Marquardt,The Great,72,185,74,Orthodox,35,19,2
Danilo,Marques,NULL,78,205,77,Orthodox,11,4,0
Julian,Marquez,The Cuban Missile Crisis,74,185,72,Orthodox,9,3,0
Carmelo,Marrero,The Fury,72,205,73,Orthodox,16,6,0
Cesar,Marscucci,NULL,0,NULL,NULL,NULL,3,2,0
John,Marsh,NULL,72,265,NULL,Orthodox,8,7,0
CJ,Marsh,NULL,0,NULL,NULL,NULL,5,7,0
Eliot,Marshall,Fire,74,205,77,Orthodox,10,4,0
Doug,Marshall,The Rhino,70,205,NULL,Orthodox,18,8,0
David,Marshall,NULL,74,170,NULL,NULL,8,4,0
Francis,Marshall,NULL,69,145,NULL,Orthodox,6,0,0
Jack,Marshman,The Hammer,72,185,73,Orthodox,23,10,0
Terry,Martin,NULL,68,185,71,Orthodox,23,11,0
Eric,Martin,NULL,0,NULL,NULL,NULL,0,1,0
Justin,Martin,NULL,72,185,NULL,NULL,4,3,0
Dave,Martin,NULL,72,205,NULL,NULL,0,2,0
Joe,Martin,NULL,69,170,NULL,NULL,6,8,0
Anthony Rocco,Martin,NULL,72,170,73,Orthodox,17,6,0
Mallory,Martin,NULL,64,115,63,Orthodox,7,5,0
Michal,Martinek,NULL,74,230,NULL,Southpaw,7,1,0
Rainy,Martinez,NULL,72,199,NULL,Orthodox,0,2,0
Danny,Martinez,The Gremlin,66,125,67,Orthodox,21,8,0
Alonzo,Martinez,Zo Diddy,70,155,NULL,NULL,42,20,1
Henry,Martinez,Sicario,67,155,69,Southpaw,9,4,0
Jonathan,Martinez,Dragon,68,135,70,Southpaw,17,4,0
Poppies,Martinez,The Tachi Kid,69,145,NULL,NULL,29,11,0
Andrew,Martinez,Mickey D,69,215,NULL,NULL,9,6,0
Mana,Martinez,ManaBoi,70,135,70,Orthodox,10,3,0
Victor,Martinez,The Brick,68,155,70,Orthodox,13,4,0
Roque,Martinez,NULL,70,250,72,Orthodox,15,8,2
Melissa,Martinez,Super Mely,62,115,66,Southpaw,7,1,0
Wagner da Conceicao,Martins,Zuluzinho,79,390,NULL,Orthodox,9,8,0
Adriano,Martins,NULL,70,155,72,Southpaw,28,9,0
Lucas,Martins,Mineiro,72,145,72,Southpaw,19,3,0
Max,Martyniouk,Payne,0,155,NULL,NULL,1,1,0
Bristol,Marunde,NULL,73,170,75,Orthodox,16,10,0
Shoji,Maruyama,NULL,67,139,NULL,Orthodox,12,9,1
Mike,Massenzio,The Master of Disaster,74,185,73,Southpaw,13,9,0
Jameel,Massouh,NULL,70,145,72,Orthodox,26,9,0
Tiffany,Masters,Rainbow Renegade,63,115,65,Orthodox,2,1,0
Jorge,Masvidal,Gamebred,71,170,74,Orthodox,35,16,0
Al,Matavao,Sweetness,68,205,67,Orthodox,8,3,0
Tateki,Matsuda,Tech,67,125,NULL,Orthodox,13,8,0
Daijiro,Matsui,NULL,69,200,NULL,Orthodox,13,29,7
Koichiro,Matsumoto,NULL,67,145,NULL,NULL,15,3,1
Koyomi,Matsushima,NULL,67,145,66,Orthodox,13,6,0
Naoki,Matsushita,NULL,66,155,NULL,Orthodox,12,16,11
AJ,Matthews,NULL,71,185,NULL,NULL,8,7,0
Jake,Matthews,The Celtic Kid,71,170,73,Orthodox,18,5,0
Connor,Matthews,The Controller,68,145,NULL,Switch,5,1,0
Claudio,Mattos,Popeye,0,185,NULL,Orthodox,5,4,0
John,Matua,NULL,74,400,NULL,Orthodox,1,4,0
Francesco,Maturi,NULL,0,NULL,NULL,NULL,0,1,0
Vladimir,Matyushenko,The Janitor,72,205,74,Orthodox,27,8,0
Miranda,Maverick,Fear The,63,125,65,Southpaw,13,4,0
Nick,Maximov,NULL,72,185,76,Southpaw,8,2,0
Elaina,Maxwell,Beef,68,145,NULL,Orthodox,7,4,0
Jeremy,May,NULL,73,185,NULL,NULL,13,10,0
Jack,May,The Outlaw,80,255,NULL,Switch,9,3,0
Don'Tale,Mayes,Lord Kong,78,260,81,Orthodox,9,5,0
Gray,Maynard,NULL,69,155,70,Orthodox,13,7,1
Brooke,Mayo,The Bully,67,125,NULL,NULL,0,1,0
Gina,Mazany,Danger,66,125,68,Southpaw,7,6,0
Sabina,Mazo,Colombian Queen,67,125,70,Orthodox,9,4,0
Scott,McAfee,NULL,68,155,NULL,Orthodox,14,7,0
Bobby,McAndrews,NULL,0,NULL,NULL,Orthodox,1,3,0
Michael,McBride,NULL,73,155,NULL,Orthodox,8,3,0
Ian,McCall,Uncle Creepy,65,125,64,Orthodox,13,5,1
Molly,McCann,Meatball,64,125,62,Orthodox,13,5,0
Charles,McCarthy,Chainsaw,70,185,71,Orthodox,10,5,0
Sean,McCorkle,NULL,79,265,81,Orthodox,17,7,0
Kris,McCray,Savage,72,170,76,Orthodox,8,5,0
Tamdan,McCrory,The Barncat,76,185,76,Switch,14,5,0
Rob,McCullough,Razor,69,155,69,Orthodox,19,8,0
Justin,McCully,The Insane One,73,225,73,Orthodox,11,5,2
Robert,McDaniel,Bubba,75,185,75,Southpaw,28,10,0
Michael,McDonald,The Black Sniper,71,205,NULL,Orthodox,1,1,0
Scott,McDonald,NULL,0,NULL,NULL,NULL,1,0,0
Michael,McDonald,Mayday,69,135,70,Orthodox,17,4,0
Josh,McDonald,NULL,0,185,NULL,NULL,9,5,0
Miles,McDonald,NULL,67,115,NULL,NULL,2,1,0
Justin,McElfresh,NULL,78,205,NULL,Orthodox,6,4,0
Drew,McFedries,The Massacre,72,185,72,Southpaw,12,7,0
Liam,McGeary,NULL,78,205,NULL,NULL,12,2,0
Gan,McGee,The Giant,82,265,NULL,Orthodox,13,5,0
Court,McGee,The Crusher,71,170,75,Orthodox,22,11,0
Ryan,McGillivray,The Kid,71,170,NULL,NULL,12,0,1
Ryan,McGivern,NULL,72,185,NULL,Orthodox,13,7,0
Jack,McGlaughlin,NULL,0,NULL,NULL,Orthodox,1,4,0
Conor,McGregor,The Notorious,69,155,74,Southpaw,22,6,0
Greg,McIntyre,NULL,70,155,NULL,Orthodox,6,4,0
Antonio,McKee,Mandingo,68,155,NULL,Southpaw,29,6,2
AJ,McKee,Mercenary,70,145,NULL,NULL,8,0,0
Rhys,McKee,Skeletor,74,170,78,Orthodox,10,4,1
Cory,McKenna,Poppins,63,115,58,Orthodox,7,2,0
Tim,McKenzie,NULL,72,185,74,Orthodox,14,9,0
Cody,McKenzie,NULL,72,155,72,Switch,16,10,0
Terrance,McKinney,T. Wrecks,70,155,73,Switch,13,4,0
Brian,McLaughlin,NULL,69,155,NULL,NULL,6,2,0
Jason,McLean,NULL,65,145,NULL,NULL,6,7,0
Garreth,McLellan,Soldier Boy,73,185,72,Southpaw,13,6,0
Sara,McMann,NULL,66,135,66,Orthodox,13,6,0
James,McSweeney,The Hammer,76,230,77,Switch,15,15,0
Charles,McTorry,NULL,0,NULL,NULL,NULL,3,0,0
Daniel,McWilliams,The Animal,73,185,NULL,NULL,15,37,0
Tim,Means,The Dirty Bird,74,170,75,Orthodox,32,14,1
Yancy,Medeiros,NULL,70,155,75,Orthodox,15,8,0
Anistavio,Medeiros,Gasparzinho,66,145,NULL,Orthodox,19,10,0
Kaline,Medeiros,The Dark Angel,63,115,NULL,NULL,8,5,0
Uros,Medic,The Doctor,73,155,71,Southpaw,8,1,0
Todd,Medina,El Tiburon,70,193,NULL,Southpaw,11,9,0
Jason,Medina,NULL,69,180,NULL,NULL,21,15,1
Emil,Meek,Valhalla,71,170,74,Switch,9,5,1
Sanford Alton,Meeks,NULL,77,265,75,Orthodox,1,1,0
Gerald,Meerschaert,GM3,73,185,77,Southpaw,35,15,0
Frank,Megallon,NULL,70,185,NULL,Southpaw,2,3,0
Derrick,Mehmen,Caveman,76,205,NULL,NULL,19,9,0
Miika,Mehmet,NULL,0,205,NULL,Orthodox,3,5,0
Jordan,Mein,Young Gun,72,170,73,Orthodox,31,12,0
Bryce,Mejia,NULL,73,170,NULL,NULL,3,1,0
Brian,Melancon,NULL,68,170,NULL,Orthodox,7,3,0
Brandon,Melendez,The Murderer,71,155,NULL,Southpaw,25,25,0
Gilbert,Melendez,El Nino,69,145,73,Orthodox,22,8,0
Nair,Melikyan,Ahalkalakski,66,155,NULL,NULL,11,0,0
Marcelo,Mello,NULL,67,170,NULL,Southpaw,1,0,0
Fabio,Mello,NULL,65,155,NULL,Southpaw,11,8,0
Vanessa,Melo,NULL,65,135,65,Orthodox,11,8,0
Antonio,Mendes,Samurai,75,205,77,Southpaw,18,13,0
Chad,Mendes,Money,66,145,66,Orthodox,18,5,0
Augusto,Mendes,Tanquinho,66,135,65,Orthodox,6,2,0
Eddie,Mendez,NULL,70,185,NULL,NULL,8,3,1
Mateus,Mendonca,Bocao,66,135,71,Orthodox,10,0,0
Luis,Mendoza,NULL,0,155,NULL,NULL,0,1,0
Pietro,Menga,NULL,67,125,68,Southpaw,13,0,0
Alonzo,Menifield,Atomic,72,205,76,Orthodox,13,3,0
Ivan,Menjivar,The Pride of El Salvador,66,145,64,Orthodox,25,12,0
Dave,Menne,The Warrior,70,170,NULL,Orthodox,45,17,2
Steve,Mensing,The Machine,71,185,NULL,Orthodox,9,13,2
Buck,Meredith,NULL,74,185,NULL,NULL,3,3,0
Adam,Meredith,NULL,74,170,NULL,NULL,5,3,0
Joe,Merritt,NULL,72,170,NULL,Orthodox,7,2,0
Jeremiah,Metcalf,NULL,73,185,NULL,Orthodox,13,7,0
Jonathan,Meunier,District,75,170,NULL,Switch,8,1,0
Yaotzin,Meza,NULL,69,145,71,Orthodox,21,11,0
Guy,Mezger,NULL,73,200,NULL,Orthodox,30,14,2
Brandon,Michaels,NULL,69,185,NULL,NULL,4,14,0
Andreas,Michailidis,The Spartan,72,170,76,Orthodox,13,6,0
David,Michaud,BullDawg,69,155,NULL,Orthodox,11,3,0
Chris,Mickle,NULL,69,145,NULL,Orthodox,30,21,2
Zachary,Micklewright,NULL,72,155,74,Southpaw,15,3,0
Kristof,Midoux,The Hurricane,73,220,NULL,Orthodox,6,10,0
Keith,Mielke,NULL,68,185,NULL,NULL,0,5,0
Chris,Mierzwiak,NULL,73,185,NULL,NULL,5,3,0
Gabriel,Miglioli,Biel,68,170,NULL,NULL,9,9,0
Bojan,Mihajlovic,NULL,71,205,73,Orthodox,10,6,0
Billy,Miles,The Kid,70,170,NULL,Orthodox,2,2,0
Pat,Miletich,The Croatian Sensation,70,170,NULL,Orthodox,29,7,2
Curtis,Millender,Curtious,74,170,76,Orthodox,17,5,0
Phillip,Miller,NULL,71,185,NULL,Orthodox,16,0,0
Jason,Miller,Mayhem,73,185,NULL,Orthodox,23,10,0
Dan,Miller,NULL,73,185,74,Orthodox,14,8,0
Jim,Miller,A-10,68,155,71,Southpaw,35,16,0
Cole,Miller,Magrinho,73,145,73,Orthodox,21,11,0
Henry,Miller,Sentoryu,67,270,NULL,Southpaw,6,16,0
Micah,Miller,Maverick,72,145,NULL,Orthodox,20,8,0
Aaron,Miller,Blood Spiller,69,145,NULL,NULL,14,10,0
Mo,Miller,Moshow,68,135,72,Orthodox,6,0,0
Juliana,Miller,Killer,67,125,66,Orthodox,4,1,0
Eddy,Millis,NULL,73,185,NULL,NULL,0,2,0
Che,Mills,Beautiful,73,170,76,Orthodox,16,10,0
Adam,Milstead,The Prototype,75,205,76,Orthodox,8,4,0
Alberto,Mina,Soldier of God,72,170,77,Orthodox,13,1,0
Vitaly,Minakov,NULL,74,249,NULL,NULL,20,0,0
Darrick,Minner,NULL,67,145,69,Orthodox,26,14,0
Mike,Minniger,NULL,0,NULL,NULL,NULL,0,0,0
Ikuhisa,Minowa,Minowaman,69,181,NULL,Orthodox,60,42,8
Carlton,Minus,Clutch,70,170,75,Orthodox,10,3,0
Stipe,Miocic,NULL,76,240,80,Orthodox,20,4,0
Frank,Mir,NULL,75,264,79,Southpaw,18,11,0
Juan,Miranda,NULL,0,155,NULL,NULL,7,5,0
Mario,Miranda,NULL,75,185,74,Orthodox,14,7,0
Vitor,Miranda,Lex Luthor,73,185,77,Orthodox,12,5,0
Gabriel,Miranda,Fly,71,155,71,Orthodox,16,6,0
Damir,Mirenic,Wolf,72,185,NULL,Orthodox,9,4,0
Kazuo,Misaki,Hitman,68,183,NULL,Orthodox,25,11,2
Toby,Misech,2 Quick,68,145,NULL,Southpaw,9,5,0
Dokonjonosuke,Mishima,NULL,67,155,NULL,Southpaw,21,7,2
Felix Lee,Mitchell,NULL,0,NULL,NULL,Orthodox,2,7,0
David,Mitchell,Daudi,72,170,75,Orthodox,22,7,0
Danny,Mitchell,The Cheesecake Assassin,74,170,NULL,Orthodox,19,9,1
Brad,Mitchell,NULL,71,145,NULL,NULL,4,2,0
Clay,Mitchell,NULL,74,185,NULL,NULL,1,2,0
Bryce,Mitchell,Thug Nasty,70,145,70,Southpaw,15,1,0
Maurice,Mitchell,The AK Kid,69,145,NULL,Orthodox,11,2,0
Roman,Mitichyan,NULL,70,170,NULL,Orthodox,8,3,0
Matt,Mitrione,NULL,75,265,82,Switch,12,5,0
Eiji,Mitsuoka,NULL,67,145,NULL,Southpaw,18,9,2
Hiromitsu,Miura,NULL,69,170,71,Orthodox,12,7,0
Jonathan,Mix,NULL,72,168,NULL,NULL,7,4,0
Tomoya,Miyashita,NULL,67,139,NULL,Southpaw,17,9,7
Kazuyuki,Miyata,NULL,68,139,NULL,Orthodox,15,9,0
Motoki,Miyazawa,NULL,71,168,NULL,Southpaw,7,3,0
Takeya,Mizugaki,NULL,67,135,69,Orthodox,21,11,2
Tatsuya,Mizuno,NULL,73,205,NULL,Southpaw,16,12,1
Roxanne,Modafferi,The Happy Warrior,67,125,69,Orthodox,25,21,0
Bobby,Moffett,The Wolfman,70,145,73,Orthodox,13,5,0
Bronson,Mohika,NULL,0,135,NULL,NULL,1,1,0
